City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
61,Satana,IN,75.9,light rain,20.5833,74.2,Vatsalya Residence
62,Muli,MV,83.17,broken clouds,2.9167,73.5667,Medhufushi Island Resort
63,Yanam,IN,79.05,scattered clouds,16.7333,82.2167,The Regency Hotel
64,Labuhan,ID,78.42,broken clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
65,Guabito,PA,85.89,clear sky,9.5,-82.6167,Cabinas Sanchez Salazar
69,Chuy,UY,62.83,broken clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
72,Ewa Beach,US,76.98,broken clouds,21.3156,-158.0072,Uncle Junior Robert
73,Kissamos,GR,72.91,few clouds,35.4939,23.6569,Galini Beach Hotel
75,Avarua,CK,69.85,overcast clouds,-21.2078,-159.775,Paradise Inn
77,Progreso,MX,93.31,broken clouds,21.2833,-89.6667,Playa Linda Hotel
78,Vaini,TO,71.76,light intensity shower rain,-21.2,-175.2,Keleti Beach Resort
81,West Bay,KY,87.87,few clouds,19.3667,-81.4167,Calypso Cove
82,Puerto Ayora,EC,78.76,overcast clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
84,Garowe,SO,83.32,light rain,8.4054,48.4845,Curubo Hotel
85,Nikolskoye,RU,54.88,scattered clouds,59.7035,30.7861,Tourist House - Sablino
88,Bilma,NE,89.06,broken clouds,18.6853,12.9164,Expeditions Ténére voyages
90,Punta Alta,AR,70.74,clear sky,-38.8759,-62.0736,Center Hotel Punta Alta
91,Vila Velha,BR,64.94,moderate rain,-20.3297,-40.2925,Quality Suites Vila Velha
92,Ancud,CL,56.43,overcast clouds,-41.8697,-73.8203,Hotel Arena Gruesa
93,Riyadh,SA,86.14,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
94,Coihaique,CL,56.01,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
96,East London,ZA,62.06,clear sky,-33.0153,27.9116,Tu Casa
97,Saldanha,ZA,60.69,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
98,Pecos,US,90.05,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos
99,Viedma,AR,80.06,clear sky,-40.8135,-62.9967,Hotel Cristal
101,Kavieng,PG,81.99,broken clouds,-2.5744,150.7967,Nusa Island Retreat
102,Souillac,MU,71.98,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
103,Cruzeiro Do Sul,BR,78.08,overcast clouds,-29.5128,-51.9853,Estrela Palace Hotel
105,Tongren,CN,57.0,overcast clouds,27.7172,109.1853,Fanjing Mountain International Conference Center
106,Campos Sales,BR,96.12,broken clouds,-7.0744,-40.3761,Millenium Hotel
107,Mayo,US,73.98,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
108,Great Yarmouth,GB,54.1,broken clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
109,Hillerod,DK,50.65,broken clouds,55.9267,12.3109,Danhostel Hillerød
110,Gardner,US,61.99,overcast clouds,42.5751,-71.9981,Super 8 by Wyndham Gardner
114,Alghero,IT,62.69,few clouds,40.5589,8.3181,Villa Las Tronas Hotel & Spa
116,Praia,CV,86.54,clear sky,14.9215,-23.5087,LT Aparthotel
122,Laguna,US,73.06,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
123,Matagami,CA,60.91,overcast clouds,49.7502,-77.6328,Hôtel Matagami
124,Thoen,TH,75.65,overcast clouds,17.6129,99.2161,Nakornthoen Hotel
125,Savannah Bight,HN,87.85,broken clouds,16.45,-85.85,Villa on Dunbar Rock
126,Northam,GB,59.02,broken clouds,51.0333,-4.2167,Durrant House Hotel
128,Necochea,AR,69.04,clear sky,-38.5473,-58.7368,dyd -mar Hotel
129,Madras,IN,80.58,mist,13.0878,80.2785,City home
130,Bayir,TR,63.12,clear sky,37.2687,28.2167,Hotel Babadag
131,Atambua,ID,73.35,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
132,Jamestown,US,69.03,scattered clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
136,Busselton,AU,54.05,moderate rain,-33.65,115.3333,Observatory Guest House
137,Butaritari,KI,81.27,few clouds,3.0707,172.7902,Isles Sunset Lodge
138,Ecija,ES,77.86,broken clouds,37.5422,-5.0826,OYO Hostal Santiago
