City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Broken Hill,AU,-31.95,141.4333,46.54,67,96,18.37,overcast clouds
343,La Asuncion,VE,11.0333,-63.8628,85.33,68,83,5.53,broken clouds
344,Avera,US,33.194,-82.5271,80.94,55,59,8.66,broken clouds
345,Mont-Dore,NC,-22.2833,166.5833,60.78,73,27,8.52,scattered clouds
346,Saint Anthony,US,45.0205,-93.218,73.11,65,75,5.01,broken clouds
347,Anori,BR,-3.7728,-61.6442,92.82,46,71,1.32,broken clouds
348,Ucluelet,CA,48.9329,-125.5528,55.09,81,28,3.0,scattered clouds
349,Vung Tau,VN,10.346,107.0843,79.5,88,100,13.6,overcast clouds
350,Lompoc,US,34.6391,-120.4579,81.12,44,1,3.44,clear sky
351,Lakefield,US,43.6775,-95.1717,61.48,76,90,4.0,overcast clouds
352,Jacmel,HT,18.2342,-72.5347,93.04,65,40,7.31,scattered clouds
353,Lavrentiya,RU,65.5833,-171.0,26.98,82,22,3.4,few clouds
354,Aracati,BR,-4.5617,-37.7697,86.83,54,50,16.58,scattered clouds
355,Linjiang,CN,41.8069,126.9078,41.4,87,81,1.36,broken clouds
356,Susanville,US,40.4163,-120.653,61.81,36,1,4.0,clear sky
357,Batagay-Alyta,RU,67.8006,130.4114,24.64,82,100,1.9,overcast clouds
358,Horsham,GB,51.064,-0.3272,60.51,84,20,5.75,few clouds
359,Kavaratti,IN,10.5669,72.642,82.45,80,92,12.93,overcast clouds
360,Marsh Harbour,BS,26.5412,-77.0636,81.9,65,41,5.61,scattered clouds
361,La Paz,BO,-16.5,-68.15,69.78,24,75,8.05,broken clouds
362,Sitka,US,57.0531,-135.33,46.29,76,75,8.05,light rain
363,Touba,CI,8.2833,-7.6833,76.14,88,91,2.42,light rain
364,Cherskiy,RU,68.75,161.3,-1.79,99,82,5.53,broken clouds
365,Adrar,MR,20.5022,-10.0711,93.85,9,81,5.55,broken clouds
366,Elda,ES,38.4778,-0.7916,68.67,75,92,6.06,overcast clouds
367,Pisco,PE,-13.7,-76.2167,67.01,72,0,9.22,clear sky
368,Ojinaga,MX,29.5667,-104.4167,93.58,17,1,11.5,clear sky
369,Korla,CN,41.7597,86.1469,49.12,38,15,5.32,few clouds
370,Clyde River,CA,70.4692,-68.5914,37.63,75,75,3.44,broken clouds
371,Lukovetskiy,RU,64.2956,41.9211,49.98,93,100,10.0,moderate rain
372,Zyryanka,RU,65.75,150.85,17.94,82,59,8.55,broken clouds
373,Oyama,JP,36.3,139.8,75.58,75,19,6.67,few clouds
374,Cervo,ES,43.6702,-7.4101,62.96,85,16,17.43,few clouds
375,Berlevag,NO,70.8578,29.0864,40.95,87,75,4.61,broken clouds
376,Provins,FR,48.5833,3.1667,57.88,61,31,6.15,scattered clouds
377,Masuguru,TZ,-11.3667,38.4167,82.45,49,79,12.28,broken clouds
378,Ngunguru,NZ,-35.6167,174.5,48.16,87,20,6.58,few clouds
379,Kloulklubed,PW,7.0419,134.2556,75.7,74,95,13.18,overcast clouds
380,Haikou,CN,20.0458,110.3417,78.93,94,20,0.0,few clouds
381,Katherine,AU,-14.4667,132.2667,84.52,58,100,6.91,overcast clouds
382,Alofi,NU,-19.0595,-169.9187,71.49,94,100,1.14,overcast clouds
383,Ballina,AU,-28.8667,153.5667,69.98,87,77,8.68,broken clouds
384,Pacific Grove,US,36.6177,-121.9166,74.61,71,1,8.01,clear sky
385,Huarmey,PE,-10.0681,-78.1522,70.57,74,49,10.31,scattered clouds
386,Mayumba,GA,-3.432,10.6554,76.3,84,100,4.21,overcast clouds
387,Kamaishi,JP,39.2667,141.8833,66.72,95,44,11.7,scattered clouds
388,Cabedelo,BR,-6.9811,-34.8339,84.87,65,92,12.39,overcast clouds
389,Manaure,CO,11.7751,-72.4445,85.28,70,44,13.56,scattered clouds
390,Koslan,RU,63.4564,48.8989,40.05,98,100,8.08,overcast clouds
391,Kushima,JP,31.4583,131.2333,78.12,93,62,4.68,broken clouds
392,Sao Felix Do Xingu,BR,-6.6447,-51.995,102.54,24,97,3.83,overcast clouds
393,Ganzhou,CN,28.8184,115.4327,65.84,78,92,12.88,overcast clouds
394,Shimoda,JP,34.6667,138.95,69.91,77,38,5.23,scattered clouds
395,Gizo,SB,-8.103,156.8419,80.83,79,82,6.89,broken clouds
396,Kuldiga,LV,56.974,21.9572,47.89,78,30,7.38,scattered clouds
397,Mudu,CN,31.252,120.5118,69.98,86,100,19.35,light rain
398,Caravelas,BR,-17.7125,-39.2481,76.14,75,100,8.1,overcast clouds
399,Nioro,GM,13.35,-15.75,86.9,66,84,6.62,broken clouds
400,Merauke,ID,-8.4667,140.3333,76.44,87,87,10.65,overcast clouds
401,Minsk,BY,53.9,27.5667,33.55,68,20,4.45,few clouds
402,Shumskiy,RU,54.8318,99.1328,37.38,72,38,3.67,scattered clouds
403,Bakchar,RU,57.0186,82.0711,27.23,83,77,4.43,broken clouds
404,Airai,TL,-8.9266,125.4092,60.67,69,100,0.96,overcast clouds
405,Ullapool,GB,57.8987,-5.1604,52.95,89,99,18.3,overcast clouds
406,Almansa,ES,38.8692,-1.0971,66.29,80,71,9.53,broken clouds
407,Libreville,GA,0.3925,9.4537,80.62,83,40,6.91,scattered clouds
408,Kikwit,CD,-5.041,18.8162,75.61,88,86,1.97,light rain
409,Rusape,ZW,-18.5278,32.1284,61.34,83,69,13.29,broken clouds
410,Krasnoselkup,RU,65.7,82.4667,25.88,80,33,10.25,scattered clouds
411,Meadow Lake,US,34.8014,-106.5436,63.66,31,46,26.19,scattered clouds
412,Archidona,ES,37.0965,-4.3887,71.94,63,78,6.08,broken clouds
413,Bintulu,MY,3.1667,113.0333,79.21,89,20,6.91,few clouds
414,Doha,QA,25.2867,51.5333,87.78,48,0,10.36,clear sky
415,Lazeshchyna,UA,48.2685,24.4201,35.67,63,33,3.2,scattered clouds
416,Kichera,RU,55.9375,110.0997,31.5,77,87,2.13,overcast clouds
417,Ambulu,ID,-8.345,113.6058,75.87,83,92,2.13,overcast clouds
418,Guozhen,CN,34.3659,107.359,46.71,83,100,1.39,overcast clouds
419,Salalah,OM,17.0151,54.0924,80.69,83,75,5.75,broken clouds
420,Bezhetsk,RU,57.7851,36.6965,43.38,70,18,7.27,few clouds
421,Fortuna,US,40.5982,-124.1573,61.93,67,5,1.99,clear sky
422,Nuuk,GL,64.1835,-51.7216,41.61,52,75,6.91,broken clouds
423,Bay City,US,43.5945,-83.8889,78.49,80,1,13.8,clear sky
424,Myra,IT,45.4358,12.1348,58.84,61,0,5.75,clear sky
425,Catuday,PH,16.2923,119.8062,81.91,82,31,22.57,scattered clouds
426,Ylojarvi,FI,61.5563,23.5961,50.63,85,90,12.66,overcast clouds
427,Sao Joao Do Piaui,BR,-8.3581,-42.2467,100.96,18,100,6.44,overcast clouds
428,San Quintin,MX,30.4833,-115.95,71.87,55,0,5.93,clear sky
429,Nome,US,64.5011,-165.4064,28.47,93,40,6.91,scattered clouds
430,Kashi,CN,39.4547,75.9797,45.61,61,100,0.0,overcast clouds
431,Bayan,CN,46.0833,127.4,43.11,65,3,10.02,clear sky
432,Baisha,CN,26.5222,110.9311,56.39,97,100,4.97,light rain
433,Ust-Kuyga,RU,70.0167,135.6,22.03,99,100,4.16,overcast clouds
434,Langholm,GB,55.151,-2.9989,52.56,87,100,7.76,overcast clouds
435,Nangomba,TZ,-10.9,38.5,78.57,57,89,9.1,overcast clouds
436,Mushie,CD,-3.0167,16.9,76.93,86,100,5.03,overcast clouds
437,Caloundra,AU,-26.8,153.1333,66.88,91,41,1.01,scattered clouds
438,Tabou,CI,4.423,-7.3528,78.94,83,99,7.99,overcast clouds
439,San Isidro,PE,-12.1167,-77.05,67.24,75,75,8.05,broken clouds
440,Semey,KZ,50.4111,80.2275,49.32,56,100,6.06,overcast clouds
441,Praya,CV,14.9215,-23.5087,86.54,54,0,17.27,clear sky
442,Honiara,SB,-9.4333,159.95,78.42,85,84,1.63,broken clouds
443,Sita Road,PK,27.0333,67.85,87.8,12,0,6.44,clear sky
444,Shagamu,NG,6.8432,3.6478,82.18,91,86,4.25,light rain
445,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,98.22,35,27,4.23,scattered clouds
446,Meulaboh,ID,4.1363,96.1285,77.23,87,100,4.21,overcast clouds
447,Ubeda,ES,38.0133,-3.3705,72.7,37,70,7.18,broken clouds
448,Alexandria,EG,31.2156,29.9553,76.59,65,0,12.64,clear sky
449,Chechat,IN,24.7667,75.8833,80.15,64,46,4.52,scattered clouds
450,Rawson,AR,-43.3002,-65.1023,72.95,30,0,12.62,clear sky
451,Dondo,MZ,-19.6094,34.7431,73.44,79,7,15.66,clear sky
452,Nagato,JP,34.3833,131.2,76.91,90,4,12.35,clear sky
453,Maniitsoq,GL,65.4167,-52.9,37.18,62,99,5.73,overcast clouds
454,Sarankhola,BD,22.3082,89.7897,79.12,86,4,2.24,clear sky
455,Sibolga,ID,1.7427,98.7792,76.32,88,70,2.53,light rain
456,Mundo Nuevo,MX,18.7,-95.5,83.64,74,8,3.94,clear sky
457,Wilmington,US,34.2257,-77.9447,75.97,79,90,14.97,overcast clouds
458,Marienburg,PL,54.0359,19.0266,46.06,59,0,6.91,clear sky
459,San-Pedro,CI,4.7485,-6.6363,78.17,85,98,7.61,overcast clouds
460,Klichka,RU,50.4457,117.996,34.56,72,10,5.84,clear sky
461,Chokurdakh,RU,70.6333,147.9167,15.04,90,95,5.64,overcast clouds
462,Kotaparh,IN,19.15,82.35,70.83,80,1,2.73,clear sky
463,Saint-Jean-De-Braye,FR,47.913,1.9771,56.91,68,0,8.05,clear sky
464,Shaowu,CN,27.3409,117.4831,70.2,93,82,4.18,broken clouds
465,Taoudenni,ML,22.6783,-3.9836,98.46,7,77,5.86,broken clouds
466,Innisfail,AU,-17.5333,146.0333,68.81,81,14,3.18,few clouds
467,Naze,JP,28.3667,129.4833,77.52,87,43,16.89,scattered clouds
468,Otaki,NZ,-40.7583,175.15,54.84,89,43,7.0,scattered clouds
469,Tupik,RU,54.4253,119.9327,31.42,69,10,6.85,clear sky
470,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,94.48,44,45,1.68,scattered clouds
471,Altamira,BR,-3.2033,-52.2064,91.49,55,75,5.75,broken clouds
472,Dunedin,NZ,-45.8742,170.5036,52.81,87,83,8.99,light rain
473,Canico,PT,32.6333,-16.85,76.01,71,20,11.5,few clouds
474,Pandan,PH,14.0453,124.1694,79.75,87,93,10.25,overcast clouds
475,Palmer,US,42.1584,-72.3287,64.51,69,90,4.0,overcast clouds
476,Manokwari,ID,-0.8667,134.0833,77.65,84,76,4.43,broken clouds
477,Gat,IL,31.61,34.7642,77.68,61,0,7.16,clear sky
478,Lebu,CL,-37.6167,-73.65,56.71,70,76,8.79,broken clouds
479,Trofors,NO,65.5333,13.4063,48.07,86,100,3.42,light rain
480,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,85,96,9.08,overcast clouds
481,Drovyanaya,RU,51.5833,113.0333,35.11,74,8,4.38,clear sky
482,Storforshei,NO,66.4043,14.5233,47.98,93,75,5.75,broken clouds
483,Khovu-Aksy,RU,51.1333,93.6,27.95,71,10,5.01,clear sky
484,Manitouwadge,CA,49.1215,-85.8403,64.18,70,93,10.02,overcast clouds
485,Silvia,CO,2.611,-76.3785,65.79,66,84,0.36,broken clouds
486,Pemba,MZ,-12.974,40.5178,79.5,78,20,13.8,few clouds
487,Antalaha,MG,-14.9003,50.2788,68.25,77,41,8.86,scattered clouds
488,Bustamante,MX,26.5333,-100.5,97.97,25,6,1.1,clear sky
489,Nueva Imperial,CL,-38.7333,-72.95,56.05,52,79,5.77,broken clouds
490,Castro,BR,-24.7911,-50.0119,57.81,94,100,9.46,overcast clouds
491,Martapura,ID,-3.4167,114.85,75.29,94,90,1.14,overcast clouds
492,Thiruvananthapuram,IN,8.4833,76.9167,78.78,94,75,8.05,moderate rain
493,Oksfjord,NO,70.2396,22.3479,46.58,88,100,6.31,light rain
494,Khawhai,IN,23.3667,93.1167,59.94,99,35,1.86,scattered clouds
495,Liberia,LR,6.5,-9.5,75.43,96,94,4.05,light rain
496,Hanzhong,CN,33.0728,107.0303,50.47,86,100,0.67,overcast clouds
497,Sistranda,NO,63.7256,8.834,48.16,79,63,16.28,light rain
498,Najran,SA,17.4924,44.1277,79.45,24,22,5.75,few clouds
499,Marsa Matruh,EG,31.3525,27.2453,74.79,69,0,10.11,clear sky
500,Sayyan,YE,15.1718,44.3244,65.28,34,71,14.25,broken clouds
501,Minab,IR,27.1467,57.0801,85.5,23,0,12.62,clear sky
502,Acari,PE,-15.4311,-74.6158,76.48,56,56,11.01,broken clouds
503,Bereda,ES,43.2686,-7.5406,60.55,93,1,7.94,clear sky
504,Labuan,MY,5.2767,115.2417,80.96,89,20,3.44,few clouds
505,Pemangkat,ID,1.1667,108.9667,81.7,82,100,6.93,overcast clouds
506,Ailigandi,PA,9.2333,-78.0167,84.2,73,37,0.54,scattered clouds
507,Buchanan,LR,5.8808,-10.0467,82.36,79,83,8.72,broken clouds
508,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,81,90,14.97,overcast clouds
509,Egvekinot,RU,66.3167,-179.1667,19.02,89,100,7.29,overcast clouds
510,Faanui,PF,-16.4833,-151.75,79.57,72,53,13.15,broken clouds
511,Balykshi,KZ,47.0667,51.8667,44.6,57,0,4.47,clear sky
512,Flin Flon,CA,54.7682,-101.865,53.44,58,75,6.91,smoke
513,Vetluga,RU,57.8557,45.781,47.21,91,100,6.69,overcast clouds
514,Vizinga,RU,61.0749,50.1031,42.93,99,100,5.86,light rain
515,Loralai,PK,30.3705,68.598,65.41,19,0,10.71,clear sky
516,Gwembe,ZM,-16.4975,27.6069,80.06,21,1,2.71,clear sky
517,Briancon,FR,44.9,6.65,43.5,88,11,5.7,few clouds
518,Horizontina,BR,-27.6258,-54.3078,73.74,77,81,7.02,broken clouds
519,Alta Floresta,BR,-9.8756,-56.0861,93.02,52,75,2.3,broken clouds
520,Cesvaine,LV,56.9667,26.3167,40.89,71,4,5.35,clear sky
521,Hambantota,LK,6.1241,81.1185,80.4,81,100,18.37,overcast clouds
522,Synya,RU,65.3718,58.0387,30.38,71,85,8.01,overcast clouds
523,Strezhevoy,RU,60.7333,77.5889,26.58,70,10,7.87,clear sky
524,Tirumullaivasal,IN,11.2333,79.8333,78.89,87,100,10.92,overcast clouds
525,Karangampel,ID,-6.4622,108.4519,80.56,69,43,7.14,scattered clouds
526,Harper,LR,4.375,-7.7169,79.03,83,100,7.85,overcast clouds
527,Camana,PE,-16.6228,-72.7111,67.98,76,47,12.26,scattered clouds
528,Thung Song,TH,8.1645,99.6804,80.58,96,70,4.65,broken clouds
529,Inta,RU,66.0317,60.1659,29.1,77,65,8.05,broken clouds
530,Bundaberg,AU,-24.85,152.35,69.22,77,40,3.0,scattered clouds
531,Largo,US,27.9095,-82.7873,88.14,59,40,7.0,scattered clouds
532,Tuatapere,NZ,-46.1333,167.6833,51.82,94,100,3.2,overcast clouds
533,Anacortes,US,48.5126,-122.6127,56.3,77,75,5.01,broken clouds
534,Rabo De Peixe,PT,37.8,-25.5833,71.11,88,40,10.36,scattered clouds
535,Constitucion,CL,-35.3333,-72.4167,60.17,61,9,12.75,clear sky
536,Bondoukou,CI,8.0333,-2.8,76.82,85,78,2.73,light rain
537,Nueva Gerona,CU,21.8833,-82.8,85.05,64,9,3.8,clear sky
538,Jining,CN,35.405,116.5814,52.57,58,88,7.78,light rain
539,Arman,RU,59.7,150.1667,28.78,61,1,7.49,clear sky
540,Garhi Khairo,PK,28.0606,67.9803,85.55,13,0,8.72,clear sky
541,Raga,SS,8.4596,25.678,80.87,60,87,4.63,overcast clouds
542,San Pedro,PH,14.35,121.0167,81.36,84,40,2.3,scattered clouds
543,Hereford,GB,52.0568,-2.7148,59.11,82,60,6.53,broken clouds
544,Itororo,BR,-15.1169,-40.0703,79.38,67,97,6.24,overcast clouds
545,Eganville,CA,45.5334,-77.0994,63.73,72,94,10.25,overcast clouds
546,Paamiut,GL,61.994,-49.6678,36.68,58,98,8.9,overcast clouds
547,Pointe Michel,DM,15.25,-61.3833,77.94,100,75,2.3,moderate rain
548,Pedernales,DO,18.0384,-71.744,86.05,61,7,7.99,clear sky
549,Manggar,ID,-2.8833,108.2667,81.32,81,95,5.7,overcast clouds
550,Trondheim,NO,63.4305,10.3951,48.67,92,100,3.96,overcast clouds
551,Yichang,CN,30.7144,111.2847,57.88,87,100,0.81,light rain
552,Port Blair,IN,11.6667,92.75,80.33,86,93,16.08,overcast clouds
553,Leningradskiy,RU,69.3833,178.4167,18.32,90,100,5.08,overcast clouds
554,Tezu,IN,27.9167,96.1667,76.55,76,5,3.22,clear sky
555,Banamba,ML,13.55,-7.45,91.44,30,52,4.32,broken clouds
556,Digha,IN,21.6833,87.55,80.55,81,45,4.36,scattered clouds
557,Grenfell,AU,-33.9,148.1667,43.88,91,100,3.06,overcast clouds
558,Dingle,PH,10.9995,122.6711,75.29,94,100,9.46,light rain
559,Kabare,CD,-2.4683,28.8242,68.14,76,100,1.19,overcast clouds
560,Daru,PG,-9.0763,143.2092,77.54,82,99,9.31,overcast clouds
561,Sabang,ID,5.8933,95.3214,82.36,80,70,24.47,broken clouds
562,Tiznit,MA,29.5833,-9.5,75.99,40,100,3.04,overcast clouds
563,Mpulungu,ZM,-8.7623,31.1141,86.94,28,43,7.67,scattered clouds
564,Hailar,CN,49.2,119.7,37.6,73,2,12.1,clear sky
565,Ixmiquilpan,MX,20.4833,-99.2333,79.12,45,27,1.95,scattered clouds
566,Marawi,PH,7.9986,124.2928,65.64,93,100,6.76,overcast clouds
567,Khandbari,NP,27.3747,87.2039,67.59,88,20,3.47,few clouds
568,Banda Aceh,ID,5.5577,95.3222,79.74,82,85,15.46,overcast clouds
569,Racale,IT,39.9631,18.0938,57.07,82,52,10.22,broken clouds
570,Saint-Georges,GD,12.0564,-61.7485,82.85,80,100,14.25,overcast clouds
571,Kawalu,ID,-7.3817,108.2082,71.51,94,91,0.6,overcast clouds
572,Guliston,UZ,40.4897,68.7842,48.99,37,9,3.6,clear sky
573,Istok,XK,42.7808,20.4875,54.16,94,100,3.15,overcast clouds
574,Tsaratanana,MG,-16.7833,47.65,73.56,54,13,8.37,few clouds
575,Tomatlan,MX,19.9333,-105.25,89.29,61,100,3.58,overcast clouds
576,Newport,GB,51.5877,-2.9984,59.54,76,63,7.2,broken clouds
577,Big Bend,SZ,-26.8167,31.9333,63.79,69,13,8.43,few clouds
578,Dargaville,NZ,-35.9333,173.8833,50.99,84,60,6.78,broken clouds
579,Ambilobe,MG,-13.2,49.05,74.19,63,93,4.14,overcast clouds
580,Izumo,JP,35.3667,132.7667,71.55,77,2,5.1,clear sky
581,Kirkwall,GB,58.9848,-2.9587,51.96,87,75,19.57,broken clouds
582,Port-Gentil,GA,-0.7193,8.7815,78.76,83,40,6.91,scattered clouds
583,Urucara,BR,-2.5364,-57.76,98.98,32,74,3.02,broken clouds
584,Valleyview,CA,55.0667,-117.2859,41.04,60,95,16.11,overcast clouds
585,Nanakuli,US,21.3906,-158.1547,76.98,78,90,8.05,light intensity drizzle
586,Solnechnyy,RU,50.7214,136.6319,39.34,97,100,2.91,overcast clouds
587,Mezen,RU,65.8522,44.24,42.85,99,100,4.97,overcast clouds
588,Aswan,EG,24.0934,32.907,97.92,17,43,9.55,scattered clouds
589,Batagay,RU,67.6333,134.6333,30.52,75,100,6.06,overcast clouds
590,Staryy Nadym,RU,65.6118,72.6842,28.83,85,82,8.7,broken clouds
591,Bondo,CD,3.8146,23.6866,71.69,98,100,2.26,overcast clouds
592,Langsa,ID,4.4683,97.9683,75.78,96,99,2.55,overcast clouds
593,At-Bashi,KG,41.1702,75.8106,35.71,90,100,3.33,overcast clouds
594,Maumere,ID,-8.6199,122.2111,77.97,78,40,6.64,scattered clouds
595,Humaita,BR,-7.5061,-63.0208,96.24,38,62,3.13,broken clouds
596,Pierre,US,44.3683,-100.351,62.85,52,90,1.01,overcast clouds
597,Bairiki,KI,1.3292,172.9752,78.8,83,20,4.61,light rain
598,Cururupu,BR,-1.8283,-44.8683,86.16,62,89,8.39,overcast clouds
599,Port-Cartier,CA,50.0334,-66.8654,53.82,72,100,4.34,overcast clouds
600,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,94,75,15.68,broken clouds
601,Malinyi,TZ,-8.9333,36.1333,82.06,34,86,3.74,overcast clouds
602,Olafsvik,IS,64.8945,-23.7142,40.48,63,92,3.58,overcast clouds
603,Rantepao,ID,-2.9701,119.8978,67.71,99,100,1.25,overcast clouds
604,Jibuti,DJ,11.5,42.5,83.62,61,83,11.21,broken clouds
605,Ust-Nera,RU,64.5667,143.2,21.18,78,92,2.95,overcast clouds
606,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,90,6.71,light intensity shower rain
607,Ranong,TH,9.9658,98.6348,79.59,89,96,14.25,overcast clouds
608,Ust-Tsilma,RU,65.441,52.1498,32.9,98,100,7.83,snow
609,Iza,UA,48.2152,23.3287,52.16,54,17,4.88,few clouds
610,Toora-Khem,RU,52.4675,96.11,30.67,63,12,1.52,few clouds
611,Lhokseumawe,ID,5.1801,97.1507,78.66,83,73,5.61,broken clouds
612,Tura,IN,25.5198,90.2201,74.71,87,8,3.2,clear sky
613,Wellington,NZ,-41.2866,174.7756,54.66,88,75,4.0,broken clouds
614,Mukhen,RU,48.1,136.1,41.45,93,100,14.18,overcast clouds
615,Krasnokamensk,RU,50.0979,118.0369,37.09,67,18,7.47,few clouds
616,Camopi,GF,3.1655,-52.3158,94.66,38,92,3.76,overcast clouds
617,Bonavista,CA,48.6499,-53.1147,47.12,69,65,30.13,broken clouds
618,Srednekolymsk,RU,67.45,153.6833,7.36,95,15,3.36,few clouds
619,Khandyga,RU,62.6667,135.6,32.34,74,100,6.67,overcast clouds
620,Pedro Betancourt,CU,22.7272,-81.29,88.34,56,8,6.93,clear sky
621,Puro,PH,12.4841,123.3827,81.3,83,87,19.46,overcast clouds
622,Brownsville,US,25.9018,-97.4975,92.01,63,40,10.0,scattered clouds
623,Bodden Town,KY,19.2833,-81.25,87.8,70,20,5.75,few clouds
624,Ostersund,SE,63.1792,14.6357,43.25,100,75,18.41,light rain
625,Gerash,IR,27.6652,54.1371,82.54,28,2,2.98,clear sky
626,Nicoya,CR,10.1483,-85.452,89.15,67,92,2.71,overcast clouds
627,Shurugwi,ZW,-19.6702,30.0059,53.37,94,100,15.26,light rain
628,Neryungri,RU,56.6709,124.6491,29.21,75,85,8.32,overcast clouds
629,Sobolevo,RU,54.4299,31.8996,39.97,73,27,4.05,scattered clouds
630,Belyy Yar,RU,53.6039,91.3903,42.69,56,0,2.24,clear sky
631,Tighina,MD,46.8306,29.4711,48.11,45,2,5.28,clear sky
632,Atikokan,CA,48.7555,-91.6216,61.12,92,98,9.04,overcast clouds
633,Rocha,UY,-34.4833,-54.3333,65.01,66,84,15.59,broken clouds
634,Tukrah,LY,32.5341,20.5791,78.08,50,0,9.62,clear sky
635,Kirkuk,IQ,35.4681,44.3922,78.33,12,0,7.74,clear sky
636,Ornskoldsvik,SE,63.2909,18.7153,51.62,100,90,3.44,overcast clouds
637,Rio Brilhante,BR,-21.8019,-54.5464,67.68,94,100,9.19,overcast clouds
638,Lida,BY,53.8833,25.2997,40.42,72,9,6.2,clear sky
639,Ferme-Neuve,CA,46.7001,-75.4493,58.78,87,100,8.63,overcast clouds
640,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,61,40,19.57,scattered clouds
641,Nagapattinam,IN,10.7667,79.8333,77.83,88,100,4.59,moderate rain
642,Kosh-Agach,RU,50.0,88.6667,16.38,83,62,2.75,broken clouds
643,Komsomolskiy,UZ,40.4272,71.7189,48.92,66,97,2.3,overcast clouds
644,Ajaccio,FR,42.0,8.9167,58.98,42,0,3.44,clear sky
645,Batemans Bay,AU,-35.7167,150.1833,51.1,89,100,4.38,overcast clouds
646,Shelburne,CA,44.0787,-80.2041,66.65,88,100,13.13,overcast clouds
647,Sidi Ali,DZ,36.0998,0.4206,68.72,64,8,12.8,clear sky
648,Aldergrove,CA,49.058,-122.4709,55.15,70,40,1.99,scattered clouds
649,Kemijarvi,FI,66.7131,27.4306,47.98,98,100,6.35,overcast clouds
650,Kachiry,KZ,53.0675,76.1036,40.21,94,100,11.34,light rain
651,Taltal,CL,-25.4,-70.4833,67.48,50,0,6.87,clear sky
652,Bud,US,39.447,-86.1758,83.91,67,99,14.7,overcast clouds
653,Sovetskiy,RU,61.3614,63.5842,29.19,56,7,4.27,clear sky
654,Hami,CN,42.8,93.45,50.2,23,0,6.13,clear sky
655,Ylivieska,FI,64.0833,24.55,51.31,78,100,11.43,overcast clouds
656,La Ronge,CA,55.1001,-105.2842,46.65,61,75,3.44,broken clouds
657,Rwamagana,RW,-1.9487,30.4347,72.84,64,88,2.48,overcast clouds
658,Sabinas Hidalgo,MX,26.5,-100.1667,97.9,28,5,3.44,clear sky
659,Raudeberg,NO,61.9875,5.1352,48.87,92,75,7.0,broken clouds
660,Waingapu,ID,-9.6567,120.2641,76.05,78,86,5.3,overcast clouds
661,Nova Vicosa,BR,-17.8919,-39.3719,75.15,79,99,8.7,overcast clouds
662,Tyret Pervaya,RU,53.6703,102.3106,37.31,71,9,3.49,clear sky
663,Tepic,MX,21.5,-104.9,85.5,58,40,5.75,scattered clouds
664,Poronaysk,RU,49.2167,143.1167,50.4,69,95,18.03,overcast clouds
665,Turukhansk,RU,65.8167,87.9833,27.01,76,97,11.1,overcast clouds
666,Beira,MZ,-19.8436,34.8389,74.84,79,7,21.74,clear sky
667,Kununurra,AU,-15.7667,128.7333,80.58,65,90,6.91,overcast clouds
668,Shingu,JP,33.7333,135.9833,68.11,90,5,4.5,clear sky
669,Liverpool,GB,53.4106,-2.9779,56.98,78,40,4.0,scattered clouds
670,Esna,EG,25.2934,32.554,92.79,18,4,8.97,clear sky
671,Mogadishu,SO,2.0371,45.3438,78.71,85,13,12.88,few clouds
672,Sao Francisco De Assis,BR,-29.5503,-55.1311,70.21,86,100,9.73,overcast clouds
673,Ampanihy,MG,-24.7,44.75,65.7,88,15,4.61,few clouds
674,Tsiroanomandidy,MG,-18.7667,46.0333,73.63,61,45,8.03,light rain
675,Scarborough,GB,54.2797,-0.4044,56.53,75,96,1.01,overcast clouds
676,Piterka,RU,50.6803,47.4454,47.48,48,2,4.52,clear sky
677,General Roca,AR,-39.0333,-67.5833,81.0,22,0,7.54,clear sky
678,Feijo,BR,-8.1642,-70.3536,100.76,31,14,3.36,few clouds
679,Vuktyl,RU,63.8567,57.3094,32.74,63,100,8.19,overcast clouds
680,Raton,US,36.9034,-104.4391,48.63,90,90,11.5,light rain
681,Guarapari,BR,-20.6667,-40.4975,69.69,93,100,9.75,moderate rain
682,Marrakesh,MA,31.6315,-8.0083,89.67,29,0,6.91,clear sky
683,Kharp,RU,66.8014,65.8081,27.01,91,33,4.92,scattered clouds
684,Tuy Hoa,VN,13.0833,109.3,77.54,89,97,4.52,overcast clouds
685,Aleksandrov Gay,RU,50.147,48.5704,49.44,44,1,5.44,clear sky
686,Visp,CH,46.2937,7.8815,54.32,74,0,4.16,clear sky
687,Sabzevar,IR,36.2126,57.6819,51.98,25,0,11.25,clear sky
688,Soyo,AO,-6.1349,12.3689,76.26,77,43,11.14,scattered clouds
689,Anadyr,RU,64.75,177.4833,19.9,100,40,6.71,light snow
690,Villarrica,PY,-25.75,-56.4333,79.65,66,90,6.29,overcast clouds
691,Metro,ID,-5.1131,105.3067,75.76,91,45,5.21,scattered clouds
692,Tongzhou,CN,39.9053,116.5994,51.98,44,0,6.71,light rain
